"MonitoringLocationIdentifier","UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","IR_MLNAME","ASSESS_ID","AU_NAME","AU_Type","Water_Type","R317Descrp","ss_R317Descrp","BEN_CLASS","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
"UTAHDWQ_WQX-4925230",251,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","EAST CANYON CK BL JEREMY RANCH GOLF COURSE","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4925230","EAST CANYON CK BL JEREMY RANCH GOLF COURSE","UT16020102-026_00","East Canyon Creek-2","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.76925,-111.58368,40.76925,-111.58368,16020102,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4925240",252,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","EAST CANYON CK BL EAST CANYON WWTP","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4925240","EAST CANYON CK BL EAST CANYON WWTP","UT16020102-026_00","East Canyon Creek-2","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.759598393,-111.564482154,40.759598393,-111.564482154,16020102,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4925260",253,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","E CAN CK AB EAST CANYON WWTP","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4925260","E CAN CK AB EAST CANYON WWTP","UT16020102-026_00","East Canyon Creek-2","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.754944232,-111.56381492,40.754944232,-111.56381492,16020102,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4925350",254,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","East Canyon Ck at Blackhawk Station (Glenwild Bridge)","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4925350","East Canyon Ck at Blackhawk Station (Glenwild Bridge)","UT16020102-026_00","East Canyon Creek-2","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.728558385,-111.537315072,40.728558385,-111.537315072,16020102,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4925360",255,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","KIMBALL CREEK AT I-80 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4925360","KIMBALL CREEK AT I-80 XING","UT16020102-027_00","Kimball Creek","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.722446358,-111.518533799,40.722446358,-111.518533799,16020102,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4925410",256,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","EAST CANYON CK BL CNFL / KIMBALL CK","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4925410","EAST CANYON CK BL CNFL / KIMBALL CK","UT16020102-026_00","East Canyon Creek-2","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.723837693,-111.519645813,40.723837693,-111.519645813,16020102,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4925440",257,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","MCLEOD CREEK AT U-224 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4925440","MCLEOD CREEK AT U-224 XING","UT16020102-027_00","Kimball Creek","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.68189058,-111.534088241,40.68189058,-111.534088241,16020102,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4925911",258,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","LOST CREEK RESERVOIR EMAP","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4925911","LOST CREEK RESERVOIR EMAP","UT-L-16020101-003_00","Lost Creek Reservoir","Reservoir/Lake","Lake / Reservoir","Lost Creek Reservoir",NA,"1C,2B,3A,4",1,1,1,0,41.191564912,-111.394644973,41.191564912,-111.394644973,16020101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4926740",259,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","SILVER CK AT FARM XING IN ATKINSON","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4926740","SILVER CK AT FARM XING IN ATKINSON","UT16020101-020_00","Silver Creek","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.742173708,-111.474922325,40.742173708,-111.474922325,16020101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4926750",260,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","SILVER CK AT WANSHIP AB CNFL / WEBER R","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4926750","SILVER CK AT WANSHIP AB CNFL / WEBER R","UT16020101-020_00","Silver Creek","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.809671588,-111.407419238,40.809671588,-111.407419238,16020101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4926800",261,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","Silver Ck ab Silver Ck WWTP at Promontory Ranch Rd Xing","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4926800","Silver Ck ab Silver Ck WWTP at Promontory Ranch Rd Xing","UT16020101-020_00","Silver Creek","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.72297,-111.47868,40.72297,-111.47868,16020101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4926850",262,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","SILVER CK AT US40 XING E OF PARK CITY","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4926850","SILVER CK AT US40 XING E OF PARK CITY","UT16020101-020_00","Silver Creek","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.67384,-111.46445,40.67384,-111.46445,16020101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4926948",263,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","RHOADES CK BL UINTA MINE DISCHARGE Replicate of 4926950","River/Stream","Replicate of 4926950","REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16020101-020_00","Silver Creek","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.65800472,-111.502833739,NA,NA,16020101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4926950",264,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","SILVER CK @ CITY PARK AB PROSPECTOR SQUARE","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4926950","SILVER CK @ CITY PARK AB PROSPECTOR SQUARE","UT16020101-020_00","Silver Creek","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.65800472,-111.502833739,40.65800472,-111.502833739,16020101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4936050",265,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","STARVATION RES AB DAM 01","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4936050","STARVATION RES AB DAM 01","UT-L-14060004-006_00","Starvation Reservoir","Reservoir/Lake","Lake / Reservoir","Starvation Reservoir",NA,"1C,2A,3A,4",1,1,1,0,40.192176708,-110.4430696,40.192176708,-110.4430696,14060004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4936420",266,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","STRAWBERRY RES BRYANTS FK T-2","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4936420","STRAWBERRY RES BRYANTS FK T-2","UT-L-14060004-001_00","Strawberry Reservoir","Reservoir/Lake","Lake / Reservoir","Strawberry Reservoir",NA,"1C,2B,3A,4",1,1,1,0,40.166619043,-111.167394996,40.166619043,-111.167394996,14060004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4995640",267,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","DIAMOND FK CK AB SPANISH FK R AT US6 89 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4995640","DIAMOND FK CK AB SPANISH FK R AT US6 89 XING","UT16020202-006_00","Diamond Fork-1","River/Stream","River / Stream","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.026904071,-111.504076216,40.026904071,-111.504076216,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4995670",268,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","DIAMOND FORK @ CAMPGROUND","River/Stream","Duplicate of 4995670","REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16020202-006_00","Diamond Fork-1","River/Stream","River / Stream","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",NA,NA,NA,NA,40.081200799,-111.363282986,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4995690",269,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","DIAMOND FORK AB MONKS HOLLOW","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT16020202-006_00","Diamond Fork-1","River/Stream","River / Stream","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,1,40.076243826,-111.383370407,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4995700",270,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","SYAR TUNNEL OUTLET AT SIXTH WATER","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4995700","SYAR TUNNEL OUTLET AT SIXTH WATER","UT16020202-009_00","Sixth Water Creek","River/Stream","River / Stream","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.117181223,-111.31212124,40.117181223,-111.31212124,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4995720",271,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","SIXTH WATER CK AB SYAR TUNNEL OUTLET","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT16020202-009_00","Sixth Water Creek","River/Stream","River / Stream","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,1,40.117731549,-111.315174928,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4995780",272,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","SIXTH WATER @ STRAWBERRY TUNNEL OUTLET","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4995780","SIXTH WATER @ STRAWBERRY TUNNEL OUTLET","UT16020202-009_00","Sixth Water Creek","River/Stream","River / Stream","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.161071861,-111.250731442,40.161071861,-111.250731442,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4996780",273,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","PROVO RIVER AT MURDOCK DIVERSION","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4996780","PROVO RIVER AT MURDOCK DIVERSION","UT16020203-002_00","Provo River-2","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.32634338,-111.642148972,40.32634338,-111.642148972,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4996810",274,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","PROVO RIVER AT OLMSTEAD DIVERSION","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4996810","PROVO RIVER AT OLMSTEAD DIVERSION","UT16020203-002_00","Provo River-2","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.347728648,-111.59020043,40.347728648,-111.59020043,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4996830",275,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","LOWER S FK PROVO R AT GAGING STATIION","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4996830","LOWER S FK PROVO R AT GAGING STATIION","UT16020203-007_00","South Fork Provo River","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.352730022,-111.570189763,40.352730022,-111.570189763,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4996850",276,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","N FK PROVO R AB CNFL / PROVO R AT WILDWOOD","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4996850","N FK PROVO R AB CNFL / PROVO R AT WILDWOOD","UT16020203-003_00","Provo River-3","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.364398778,-111.556861288,40.364398778,-111.556861288,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4996870",277,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","LITTLE DEER CK AB CNFL / PROVO RIVER","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4996870","LITTLE DEER CK AB CNFL / PROVO RIVER","UT16020203-013_00","Provo Deer Creek","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.403289192,-111.530465802,40.403289192,-111.530465802,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4996890",278,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","PROVO R AT UTAH CO LINE","River/Stream","Duplicate of 5913210","REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16020203-003_00","Provo River-3","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.404443128,-111.528330014,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4997250",279,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","SPRING CK AB CNFL / PROVO R NR HEBER","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4997250","SPRING CK AB CNFL / PROVO R NR HEBER","UT16020203-027_00","Spring Creek-Heber","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.500238645,-111.444250683,40.500238645,-111.444250683,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4997300",280,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","PROVO R AT MIDWAY CUTOFF RD XING N OF HEBER","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4997300","PROVO R AT MIDWAY CUTOFF RD XING N OF HEBER","UT16020203-004_00","Provo River-4","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.554124082,-111.431578987,40.554124082,-111.431578987,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4997330",281,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","PROVO R BL JORDANELLE RES. ON OLD US4O XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4997330","PROVO R BL JORDANELLE RES. ON OLD US4O XING","UT16020203-004_00","Provo River-4","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.594950752,-111.427137719,40.594950752,-111.427137719,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4997675",282,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","Big Dutch Pete Stream bl Mayflower in Jordanelle State Park","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4997675","Big Dutch Pete Stream bl Mayflower in Jordanelle State Park","UT16020203-016_00","McHenry Creek","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.617084879,-111.432125753,40.617084879,-111.432125753,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4998130",283,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","PROVO R AT BRIDGE 2.5 MI E OF HAILSTONE JUNCTION","River/Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020203-003_00","Jordanelle Reservoir","Reservoir/Lake","Lake / Reservoir","Jordanelle Reservoir",NA,"1C,2A,3A,4",NA,NA,NA,NA,40.600782437,-111.360182928,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4998140",284,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","WEBER-PROVO CANAL DIVERSION AT US 189 ALT XING","Canal Transport",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.609949689,-111.305181989,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-4998400",285,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","PROVO R AB WOODLAND AT USGS GAGE NO.10154200","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT16020203-006_00","Provo River-6","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,1,40.557725776,-111.168778609,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5910020",286,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","LOWER CHARLESTON CANAL AB CNFL / DANIELS CK","Canal Transport",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16020203-011_00","Daniels Creek-1","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.461346634,-111.471570688,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5910160",287,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","SNAKE CK AB CNFL/PROVO R","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5910160","SNAKE CK AB CNFL/PROVO R","UT16020203-014_00","Snake Creek-1","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.482097,-111.470603,40.482097,-111.470603,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5910250",288,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","PROVO R HEBER-MIDWAY RD (U-113) XING BL BERKENSHAW POND","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5910250","PROVO R HEBER-MIDWAY RD (U-113) XING BL BERKENSHAW POND","UT16020203-004_00","Provo River-4","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.507172763,-111.449631325,40.507172763,-111.449631325,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
